,designer,collections,first_season,consistency,prevalence,class
938,charles-nolan,3,2008.0,0.09375,-0.23958333333333331,2
939,objects-without-meaning,3,2015.1,0.17647058823529413,-0.15686274509803919,2
940,symonds-pearmain,3,2019.1,0.3333333333333333,0.0,3
941,john-bartlett,3,2000.0,0.0625,-0.2708333333333333,2
942,woolrich,3,2019.1,0.3333333333333333,0.0,3
943,todd-oldham,3,1993.0,0.04838709677419355,-0.28494623655913975,2
944,lucas-nascimento,3,2014.1,0.15789473684210525,-0.17543859649122806,2
945,trager-delaney,3,2014.0,0.15,-0.18333333333333332,2
946,talbots,3,2011.0,0.11538461538461539,-0.21794871794871792,2
947,kevork-kiledjian,3,2011.1,0.12,-0.21333333333333332,2
948,perry-ellis,3,1993.0,0.04838709677419355,-0.28494623655913975,2
949,reese-cooper,3,2020.0,0.375,0.041666666666666685,3
950,cienne,2,2018.1,0.18181818181818182,-0.3181818181818182,1
951,bite-studios,2,2023.0,1.0,0.5,6
952,atxv,2,2023.0,1.0,0.5,6
953,anonlychild,2,2023.0,1.0,0.5,6
954,andreadamo,2,2023.0,1.0,0.5,6
955,anna-october,2,2023.0,1.0,0.5,6
956,chet-lo,2,2023.0,1.0,0.5,6
957,moncler-1-jw-anderson,2,2020.1,0.2857142857142857,-0.2142857142857143,2
958,moncler-6-1017-alyx-9sm,2,2020.1,0.2857142857142857,-0.2142857142857143,2
959,enfants-riches-deprimes,2,2018.1,0.18181818181818182,-0.3181818181818182,1
960,vogue-world,2,2022.1,0.6666666666666666,0.16666666666666663,4
961,cfcl,2,2023.0,1.0,0.5,6
962,in-earnest-by-byron-lars,2,2023.0,1.0,0.5,6
963,cormio,2,2023.0,1.0,0.5,6
964,vilshenko,2,2018.0,0.16666666666666666,-0.33333333333333337,1
965,zankov,2,2023.0,1.0,0.5,6
966,marysia,2,2019.0,0.2,-0.3,2
967,nabil-nayal,2,2019.0,0.2,-0.3,2
968,wiederhoeft,2,2023.0,1.0,0.5,6
969,st-roche,2,2018.0,0.16666666666666666,-0.33333333333333337,1
970,uma-wang,2,2023.0,1.0,0.5,6
971,tanner-fletcher,2,2023.0,1.0,0.5,6
972,lein,2,2018.1,0.18181818181818182,-0.3181818181818182,1
973,susan-fang,2,2023.0,1.0,0.5,6
974,ss-daley,2,2023.0,1.0,0.5,6
975,a-peace-treaty,2,2018.1,0.18181818181818182,-0.3181818181818182,1
976,patrick-mcdowell,2,2023.0,1.0,0.5,6
977,n-hoolywood,2,2023.0,1.0,0.5,6
978,mowalola,2,2023.0,1.0,0.5,6
979,robert-cary-williams,2,2000.0,0.041666666666666664,-0.4583333333333333,1
980,art-school,2,2021.0,0.3333333333333333,-0.16666666666666669,2
981,sports-banger,2,2020.0,0.25,-0.25,2
982,miaou,2,2018.1,0.18181818181818182,-0.3181818181818182,1
983,sandra-mansour,2,2018.1,0.18181818181818182,-0.3181818181818182,1
984,duran-lantink,2,2021.1,0.4,-0.09999999999999998,2
985,feng-chen-wang,2,2021.1,0.4,-0.09999999999999998,2
986,santoni-edited-by-marco-zanini,2,2018.0,0.16666666666666666,-0.33333333333333337,1
987,pamela-dennis,2,2000.1,0.0425531914893617,-0.4574468085106383,1
988,poiret,2,2018.1,0.18181818181818182,-0.3181818181818182,1
989,a-w-a-k-e,2,2021.1,0.4,-0.09999999999999998,2
990,palomo-spain,2,2021.1,0.4,-0.09999999999999998,2
991,etudes,2,2019.0,0.2,-0.3,2
992,jordan-dalah,2,2021.0,0.3333333333333333,-0.16666666666666669,2
993,moncler-8-palm-angels,2,2018.1,0.18181818181818182,-0.3181818181818182,1
994,moncler-0-richard-quinn,2,2019.1,0.2222222222222222,-0.2777777777777778,2
995,kenneth-nicholson,2,2022.0,0.5,0.0,3
996,hiraeth,2,2019.1,0.2222222222222222,-0.2777777777777778,2
997,moncler-6-noir-kei-ninomiya,2,2018.1,0.18181818181818182,-0.3181818181818182,1
998,theophilio,2,2022.0,0.5,0.0,3
999,ahluwalia-studio,2,2022.1,0.6666666666666666,0.16666666666666663,4
1000,asai,2,2019.1,0.2222222222222222,-0.2777777777777778,2
1001,connor-mcknight,2,2022.1,0.6666666666666666,0.16666666666666663,4
1002,yajun,2,2019.0,0.2,-0.3,2
1003,bande-noir,2,2019.0,0.2,-0.3,2
1004,jahnkoy,2,2019.0,0.2,-0.3,2
1005,institut-francais-de-la-mode,2,2022.1,0.6666666666666666,0.16666666666666663,4
1006,labrum-london,2,2022.1,0.6666666666666666,0.16666666666666663,4
1007,bethany-williams,2,2021.0,0.3333333333333333,-0.16666666666666669,2
1008,nihl,2,2022.1,0.6666666666666666,0.16666666666666663,4
1009,paolina-russo,2,2022.1,0.6666666666666666,0.16666666666666663,4
1010,pratt-institute,2,2022.1,0.6666666666666666,0.16666666666666663,4
1011,moncler-1-pierpaolo-piccioli,2,2018.1,0.18181818181818182,-0.3181818181818182,1
1012,s-by-serena,2,2019.1,0.2222222222222222,-0.2777777777777778,2
1013,kamishima-chinami,2,2013.0,0.09090909090909091,-0.40909090909090906,1
1014,pedro-del-hierro-madrid,2,2015.0,0.1111111111111111,-0.3888888888888889,1
1015,hanii-y,2,2009.0,0.06666666666666667,-0.43333333333333335,1
1016,et-momonakia,2,2013.0,0.09090909090909091,-0.40909090909090906,1
1017,kanye-west,2,2012.0,0.08333333333333333,-0.4166666666666667,1
1018,daughters,2,2008.1,0.06451612903225806,-0.43548387096774194,1
1019,rodnik,2,2008.0,0.0625,-0.4375,1
1020,allegra-hicks,2,2008.0,0.0625,-0.4375,1
1021,facetasm,2,2013.0,0.09090909090909091,-0.40909090909090906,1
1022,heatherette,2,2007.1,0.06060606060606061,-0.4393939393939394,1
1023,sabyasachi,2,2007.0,0.058823529411764705,-0.4411764705882353,1
1024,biba,2,2007.0,0.058823529411764705,-0.4411764705882353,1
1025,orley,2,2016.0,0.125,-0.375,1
1026,g-v-g-v-,2,2013.0,0.09090909090909091,-0.40909090909090906,1
1027,sophomore,2,2012.0,0.08333333333333333,-0.4166666666666667,1
1028,verrier,2,2006.0,0.05555555555555555,-0.4444444444444444,1
1029,le-kilt,2,2016.1,0.13333333333333333,-0.3666666666666667,1
1030,motonari-ono,2,2013.0,0.09090909090909091,-0.40909090909090906,1
1031,miss-wu,2,2013.0,0.09090909090909091,-0.40909090909090906,1
1032,sweetface,2,2005.1,0.05405405405405406,-0.44594594594594594,1
1033,comptoir-des-cotonniers,2,2015.1,0.11764705882352941,-0.38235294117647056,1
1034,sophia-kah,2,2015.0,0.1111111111111111,-0.3888888888888889,1
1035,matohu,2,2013.0,0.09090909090909091,-0.40909090909090906,1
1036,miss-sixty,2,2009.0,0.06666666666666667,-0.43333333333333335,1
1037,back,2,2013.1,0.09523809523809523,-0.40476190476190477,1
1038,cut25-by-y-azrouel,2,2014.1,0.10526315789473684,-0.39473684210526316,1
1039,duckie-brown,2,2014.1,0.10526315789473684,-0.39473684210526316,1
1040,frank-tell,2,2011.0,0.07692307692307693,-0.4230769230769231,1
1041,marchesa-voyage,2,2014.1,0.10526315789473684,-0.39473684210526316,1
1042,betty-jackson,2,2011.0,0.07692307692307693,-0.4230769230769231,1
1043,sykes,2,2010.0,0.07142857142857142,-0.4285714285714286,1
1044,atsushi-nakashima,2,2013.0,0.09090909090909091,-0.40909090909090906,1
1045,erin-wasson-x-rvca,2,2010.0,0.07142857142857142,-0.4285714285714286,1
1046,yoshio-kubo,2,2013.0,0.09090909090909091,-0.40909090909090906,1
1047,yasutoshi-ezumi,2,2013.0,0.09090909090909091,-0.40909090909090906,1
1048,karolina-zmarlak,2,2015.0,0.1111111111111111,-0.3888888888888889,1
1049,whiz-limited,2,2013.0,0.09090909090909091,-0.40909090909090906,1
1050,dresscamp,2,2013.0,0.09090909090909091,-0.40909090909090906,1
1051,ossie-clark,2,2009.0,0.06666666666666667,-0.43333333333333335,1
1052,tiit,2,2013.0,0.09090909090909091,-0.40909090909090906,1
1053,a-degree-fahrenheit,2,2013.0,0.09090909090909091,-0.40909090909090906,1
1054,mint-designs,2,2013.0,0.09090909090909091,-0.40909090909090906,1
1055,nozomi-ishiguro-tambourine,2,2013.0,0.09090909090909091,-0.40909090909090906,1
1056,frostfrench,2,2003.0,0.047619047619047616,-0.4523809523809524,1
1057,dean-quinn,2,2012.1,0.08695652173913043,-0.41304347826086957,1
1058,tim-van-steenbergen,2,2004.0,0.05,-0.45,1
1059,elizabeth-kennedy,2,2017.1,0.15384615384615385,-0.34615384615384615,1
1060,hensely,2,2018.0,0.16666666666666666,-0.33333333333333337,1
1061,casely-hayford,2,2017.1,0.15384615384615385,-0.34615384615384615,1
1062,warren-noronha,2,2002.1,0.046511627906976744,-0.4534883720930233,1
1063,capucci,2,2003.1,0.04878048780487805,-0.45121951219512196,1
1064,wendelborn,2,2017.1,0.15384615384615385,-0.34615384615384615,1
1065,wanda-nylon,2,2017.0,0.14285714285714285,-0.35714285714285715,1
1066,jun-okamoto,2,2013.0,0.09090909090909091,-0.40909090909090906,1
1067,istvan-francer,2,2002.1,0.046511627906976744,-0.4534883720930233,1
1068,gardem,2,2005.0,0.05263157894736842,-0.4473684210526316,1
1069,jasper-conran,2,2002.0,0.045454545454545456,-0.45454545454545453,1
1070,james-coviello,2,2003.0,0.047619047619047616,-0.4523809523809524,1
1071,gibo,2,2003.0,0.047619047619047616,-0.4523809523809524,1
1072,hugo,2,2013.1,0.09523809523809523,-0.40476190476190477,1
1073,ralph-and-russo,2,2018.0,0.16666666666666666,-0.33333333333333337,1
1074,rafael-lopez,2,2002.1,0.046511627906976744,-0.4534883720930233,1
1075,eleykishimoto-ellesse,2,2005.0,0.05263157894736842,-0.4473684210526316,1
1076,gryphon,2,2013.0,0.09090909090909091,-0.40909090909090906,1
1077,myar,1,2021.1,0.2,-0.8,1
1078,moncler-4-hyke,1,2021.1,0.2,-0.8,1
1079,moncler-dingyun-zhang,1,2022.0,0.25,-0.75,1
1080,alice-auaa,1,2013.0,0.045454545454545456,-0.9545454545454546,0
1081,fleamadonna,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1082,issever-bahri,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1083,cheap-monday,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1084,carin-wester,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1085,by-malene-birger,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1086,by-johnny,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1087,academy-of-art-university,1,2022.1,0.3333333333333333,-0.6666666666666667,1
1088,ivan-grundahl,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1089,j-lindeberg,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1090,bless-ed-are-meek,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1091,helmstedt,1,2021.1,0.2,-0.8,1
1092,jayson-brunsdon,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1093,capasa-milano,1,2022.1,0.3333333333333333,-0.6666666666666667,1
1094,christian-dada,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1095,dagmar,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1096,hunkydory,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1097,han-ahn-soon,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1098,ganryu,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1099,flannel,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1100,gut-s-dynamite-cabarets,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1101,emma-mulholland,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1102,dressedundressed,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1103,h-m-design-award,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1104,schumacher,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1105,duncan,1,2022.1,0.3333333333333333,-0.6666666666666667,1
1106,wooyoungmi,1,2021.1,0.2,-0.8,1
1107,han,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1108,haryono-setiadi,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1109,conny-groenewegen,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1110,dimitri,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1111,dietrich-emter,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1112,diana-orving,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1113,designers-remix,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1114,day-birger-et-mikkelsen,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1115,hernandez-cornet,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1116,creative-taiwan,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1117,rhude,1,2021.1,0.2,-0.8,1
1118,cotoo,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1119,hien-le,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1120,augustin-teboul,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1121,krizia-top,1,2001.1,0.022222222222222223,-0.9777777777777777,0
1122,ariunaa-suri,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1123,loveshackfancy,1,2023.1,1.0,0.0,3
1124,who-decides-war,1,2023.0,0.5,-0.5,1
1125,jnby,1,2013.0,0.045454545454545456,-0.9545454545454546,0
1126,a-company,1,2023.1,1.0,0.0,3
1127,armarium,1,2023.1,1.0,0.0,3
1128,avavav,1,2023.1,1.0,0.0,3
1129,fashion-institute-of-technology,1,2023.1,1.0,0.0,3
1130,fforme,1,2023.1,1.0,0.0,3
1131,head-of-state,1,2023.1,1.0,0.0,3
1132,heliot-emil,1,2023.1,1.0,0.0,3
1133,j6,1,2023.1,1.0,0.0,3
1134,maccapani,1,2023.1,1.0,0.0,3
1135,araisara,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1136,marco-rambaldi,1,2023.1,1.0,0.0,3
1137,melbostad,1,2023.1,1.0,0.0,3
1138,moncler-genius,1,2023.1,1.0,0.0,3
1139,niccolo-pasqualetti,1,2023.1,1.0,0.0,3
1140,parsons-bfa,1,2023.1,1.0,0.0,3
1141,paula-canovas-del-vas,1,2023.1,1.0,0.0,3
1142,quira,1,2023.1,1.0,0.0,3
1143,rev,1,2023.1,1.0,0.0,3
1144,roisin-pierce,1,2023.1,1.0,0.0,3
1145,sinead-odwyer,1,2023.1,1.0,0.0,3
1146,stefan-cooke,1,2023.0,0.5,-0.5,1
1147,ne-net,1,2013.0,0.045454545454545456,-0.9545454545454546,0
1148,paolo-carzana,1,2023.0,0.5,-0.5,1
1149,nitz-schneider,1,2013.0,0.045454545454545456,-0.9545454545454546,0
1150,anne-sofie-madsen,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1151,anja-gockel,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1152,in-earnest,1,2022.1,0.3333333333333333,-0.6666666666666667,1
1153,altewaisaome,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1154,alice-mccall,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1155,alex-perry,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1156,aje,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1157,ato,1,2013.0,0.045454545454545456,-0.9545454545454546,0
1158,wc,1,2013.0,0.045454545454545456,-0.9545454545454546,0
1159,deceive,1,2013.0,0.045454545454545456,-0.9545454545454546,0
1160,joy-cioci,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1161,all-in,1,2023.0,0.5,-0.5,1
1162,shiroma,1,2013.0,0.045454545454545456,-0.9545454545454546,0
1163,etw-vonneguet,1,2013.0,0.045454545454545456,-0.9545454545454546,0
1164,romeo-gigli,1,1990.0,0.014705882352941176,-0.9852941176470589,0
1165,everlasting-sprout,1,2013.0,0.045454545454545456,-0.9545454545454546,0
1166,phenomenon,1,2013.0,0.045454545454545456,-0.9545454545454546,0
1167,fur-fur,1,2013.0,0.045454545454545456,-0.9545454545454546,0
1168,fe-noel,1,2023.0,0.5,-0.5,1
1169,filippa-k,1,2023.0,0.5,-0.5,1
1170,masha-popova,1,2023.0,0.5,-0.5,1
1171,johan-ku,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1172,stephan-pelger,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1173,dirk-bikkembergs,1,2012.1,0.043478260869565216,-0.9565217391304348,0
1174,karla-spetic,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1175,bella-freud,1,2000.1,0.02127659574468085,-0.9787234042553191,0
1176,discount-universe,1,2019.0,0.1,-0.9,1
1177,mary-ping,1,2006.0,0.027777777777777776,-0.9722222222222222,0
1178,project-alabama,1,2006.0,0.027777777777777776,-0.9722222222222222,0
1179,who-is-on-next,1,2006.0,0.027777777777777776,-0.9722222222222222,0
1180,handm-x-moschino,1,2019.0,0.1,-0.9,1
1181,carmen-marc-valvo,1,2007.1,0.030303030303030304,-0.9696969696969697,0
1182,devon-halfnight-leflufy,1,2016.0,0.0625,-0.9375,1
1183,peter-soronen,1,2007.1,0.030303030303030304,-0.9696969696969697,0
1184,susan-lazar,1,2000.0,0.020833333333333332,-0.9791666666666666,0
1185,berardi,1,2008.0,0.03125,-0.96875,0
1186,naoki-takizawa,1,2008.0,0.03125,-0.96875,0
1187,rebecca-danenberg,1,2000.0,0.020833333333333332,-0.9791666666666666,0
1188,krystof-strozyna,1,2008.1,0.03225806451612903,-0.967741935483871,0
1189,nyc-2000,1,2000.0,0.020833333333333332,-0.9791666666666666,0
1190,matt-nye,1,2000.0,0.020833333333333332,-0.9791666666666666,0
1191,sss-world-corp,1,2019.0,0.1,-0.9,1
1192,modernist,1,2009.0,0.03333333333333333,-0.9666666666666667,0
1193,rock-republic,1,2009.0,0.03333333333333333,-0.9666666666666667,0
1194,alchemist,1,2019.1,0.1111111111111111,-0.8888888888888888,1
1195,nasir-mazhar,1,2015.0,0.05555555555555555,-0.9444444444444444,1
1196,lulu-co,1,2015.0,0.05555555555555555,-0.9444444444444444,1
1197,hutson,1,2009.1,0.034482758620689655,-0.9655172413793104,0
1198,io-ipse-idem,1,2009.1,0.034482758620689655,-0.9655172413793104,0
1199,lp-bg,1,2010.0,0.03571428571428571,-0.9642857142857143,0
1200,maison-mayle,1,2016.1,0.06666666666666667,-0.9333333333333333,1
1201,rr331,1,2016.1,0.06666666666666667,-0.9333333333333333,1
1202,c-neeon,1,2006.0,0.027777777777777776,-0.9722222222222222,0
1203,noa-raviv,1,2017.1,0.07692307692307693,-0.9230769230769231,1
1204,prism,1,2018.0,0.08333333333333333,-0.9166666666666666,1
1205,shelley-fox,1,2001.1,0.022222222222222223,-0.9777777777777777,0
1206,an-american-view,1,2002.0,0.022727272727272728,-0.9772727272727273,0
1207,joe-casely-hayford,1,2002.0,0.022727272727272728,-0.9772727272727273,0
1208,icarius-de-menezes,1,2001.1,0.022222222222222223,-0.9777777777777777,0
1209,house-of-jazz,1,2002.1,0.023255813953488372,-0.9767441860465116,0
1210,michelle-loweholder,1,2002.1,0.023255813953488372,-0.9767441860465116,0
1211,sally-penn,1,2001.0,0.021739130434782608,-0.9782608695652174,0
1212,lizzy-disney,1,2001.0,0.021739130434782608,-0.9782608695652174,0
1213,callaghan,1,2001.0,0.021739130434782608,-0.9782608695652174,0
1214,m-r-s-,1,2003.0,0.023809523809523808,-0.9761904761904762,0
1215,tyler,1,2003.0,0.023809523809523808,-0.9761904761904762,0
1216,riccardo-tisci,1,2005.1,0.02702702702702703,-0.972972972972973,0
1217,kim-jones,1,2004.0,0.025,-0.975,0
1218,cher-michel-klein,1,2004.1,0.02564102564102564,-0.9743589743589743,0
1219,london-roundup,1,2004.1,0.02564102564102564,-0.9743589743589743,0
1220,teatum-jones,1,2017.0,0.07142857142857142,-0.9285714285714286,1
1221,scotch-and-soda,1,2017.0,0.07142857142857142,-0.9285714285714286,1
1222,mark-eisen,1,2000.1,0.02127659574468085,-0.9787234042553191,0
1223,alistair-carr,1,2005.0,0.02631578947368421,-0.9736842105263158,0
1224,buddhist-punk,1,2005.0,0.02631578947368421,-0.9736842105263158,0
1225,charlotte-olympia,1,2017.0,0.07142857142857142,-0.9285714285714286,1
